ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
2887839,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,25,Melbourne Convention Exhibition Centre,1322
2887840,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,21,Bourke St-Russell St (West),937
2887841,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,20,Chinatown-Lt Bourke St (South),765
2887842,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,19,Chinatown-Swanston St (North),1243
2887843,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,22,Flinders St-Elizabeth St (East),2266
2887844,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,27,QV Market-Peel St,146
2887845,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,28,The Arts Centre,1205
2887846,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,31,Lygon St (West),800
2887847,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,30,Lonsdale St (South),1106
2887848,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,34,Flinders St-Spark La,131
2887849,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,39,Alfred Place,114
2887850,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,37,Lygon St (East),366
2887851,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,40,Lonsdale St-Spring St (West),215
2887852,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,36,Queen St (West),297
2887853,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,29,St Kilda Rd-Alexandra Gardens,382
2887854,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,42,Grattan St-Swanston St (West),157
2887855,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,43,Monash Rd-Swanston St (West),13
2887856,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,44,Tin Alley-Swanston St (West),38
2887857,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,35,Southbank,1825
2887858,11/01/2019 09:00:00 PM,2019,November,1,Friday,21,45,Little Collins St-Swanston St (East),1562
